Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code,Email,Parent
DC1234278,Microtel Inn/Sioux Falls,2901 S Carolyn Ave,,,Sioux Falls,SD,57106,8138929750,1011,91,1011,,9001256
DC6101954,Quality Inn and Suites/Sioux Falls,3216 S Carolyn Ave,,,Sioux Falls,SD,57106,8138929750,1011,91,1011,,9001256
DC13475999,Comfort Inn and Suites/Sioux Falls,3721 W Avera Dr,,,Sioux Falls,SD,57108,8138929750,1011,91,1011,,9001256
DC12470172,Econo Lodge/Sioux Center,86 9th Street Cir NE,,,Sioux Center,IA,51250,8138929750,1011,91,1011,,9001256
DC2068462,Super Eight/Sheldon,210 N 2nd Ave,,,Sheldon,IA,51201,8138929750,1011,91,1011,,9001256
DC3310292,Econolodge/Brookings,2515 6th St,,,Brookings,SD,57006,8138929750,1011,91,1011,,9001256
DC1199485,Super Eight/Luverne,1202 S Kniss Ave,,,Luverne,MN,56156,8138929750,1011,91,1011,,9001256
DC1028573,Econolodge/Luverne,801 S Kniss Ave,,,Luverne,MN,56156,8138929750,1011,91,1011,,9001256
DC13419235,Sleep Inn and Suites/Marshall,1300 Nwakama St,,,Marshall,MN,56258,8138929750,1011,91,1011,,9001256
DC14450958,Candlewood Suites/Muskogee,1601 N 32nd St,,,Muskogee,OK,74401,8138929750,1011,91,1011,,9001256
DC12552584,Comfort Inn/Suites/Fort Smith,6500 Rogers Ave,,,Fort Smith,AR,72903,8138929750,1011,91,1011,,9001256
DC12812702,Suburban Extended Stay/Fort Smith,7501 Madison Ave,,,FORT SMITH,AR,72903,8138929750,1011,91,1011,,9001256
DC6143614,Quality Inn/Siloam Springs,1300 Highway 412 W,,,Siloam Springs,AR,72761,8138929750,1011,91,1011,,9001256
DC3327740,Comfort Inn and Suites/Fayetteville,1234 N Steamboat Dr,,,Fayetteville,AR,72704,8138929750,1011,91,1011,,9001256
DC4142679,SLEEP INN/SPRINGDALE,1056 Rieff St,,,Springdale,AR,72762,8138929750,1011,91,1011,,9001256
DC17383562,Baymont Caddo Valley,100 Crystal Palace Dr,,,Caddo Valley,AR,71923,8138929750,1011,91,1011,,9001256
DC10012502,Baymont Inn/Caddo Valley,100 Crystal Palace Dr,,,Caddo Valley,AR,71923,8138929750,1011,91,1011,,9001256
DC12629736,Comfort Suites/Hot Springs,320 Nash St,,,Hot Springs,AR,71913,8138929750,1011,91,1011,,9001256
DC5916466,Rodeway Inn/Hot Springs,1045 E Grand Ave,,,Hot Springs,AR,71901,8138929750,1011,91,1011,,9001256
DC12829226,Candlewood Suites/Fayetteville,2270 W Martin Luther King Blvd,,,FAYETTEVILLE,AR,72701,8138929750,1011,91,1011,,9001256
DC1033095,Sleep Inn/Fayetteville,728 E Millsap Rd,,,Fayetteville,AR,72703,8138929750,1011,91,1011,,9001256
DC1623969,Bentonville Ozark Oasis,215 SE Walton Blvd,,,Bentonville,AR,72712,8138929750,1011,91,1011,,9001256
DC2183476,Candlewood Suites/Rogers,4601 W Rozell St,,,Rogers,AR,72756,8138929750,1011,91,1011,,9001256
DC339314,Quality Inn And Suites/Clarksville,1167 S Rogers St,,,Clarksville,AR,72830,8138929750,1011,91,1011,,9001256
DC2067794,DAYS INN/HARRISON,1425 Highway 62 65 N,,,Harrison,AR,72601,8138929750,1011,91,1011,,9001256
DC327410,SUPER EIGHT/HARRISON,1330 Highway 62 65 N,,,Harrison,AR,72601,8138929750,1011,91,1011,,9001256
DC1358506,Comfort Inn/Pittsburg,4009 Parkview Dr,,,Pittsburg,KS,66762,8138929750,1011,91,1011,,9001256
DC6076682,Econo Lodge/LAWRENCE,2525 W 6th St,,,Lawrence,KS,66049,8138929750,1011,91,1011,,9001256
DC12965469,Comfort Inn/Suites/Lawrence/Taxable,151 McDonald Dr,,,LAWRENCE,KS,66044,8138929750,1011,91,1011,,9001256
DC5893723,Comfort Inn/Bonner Springs,13041 Ridge Dr,,,Bonner Springs,KS,66012,8138929750,1011,91,1011,,9001256
DC3418658,Surestay/Olathe,211 N Rawhide Dr,,,Olathe,KS,66061,8138929750,1011,91,1011,,9001256
DC1242848,Extended Stay Amer Overland Park,10750 Quivira Rd,,,Overland Park,KS,66210,8138929750,1011,91,1011,,9001256
DC3609326,MainStay Suites/Kansas City Overlan,11001 Oakmont St,,,OVERLAND PARK,KS,66210,8138929750,1011,91,1011,,9001256
DC1230545,Quality Inn and Suites/Lenexa,12601 W 96th Ter,,,Lenexa,KS,66215,8138929750,1011,91,1011,,9001256
DC6115962,Quality Inn/Overland Park,10750 Barkley St,,,Overland Park,KS,66211,8138929750,1011,91,1011,,9001256
DC1281614,Quality Inn/Kansas City,234 N 78th St,,,Kansas City,KS,66112,8138929750,1011,91,1011,,9001256
DC5990490,Comfort Suites,3000 N 103rd Ter,,,Kansas City,KS,66109,8138929750,1011,91,1011,,9001256
DC12573175,Super Eight/Riverside/Non-Tax,800 Argosy Pkwy,,,Riverside,MO,64150,8138929750,1011,91,1011,,9001256
DC3338175,Extended Stay America Tiffany Spr,9701 N Shannon Ave,,,Kansas City,MO,64153,8138929750,1011,91,1011,,9001256
DC1241250,Extended Stay America KC Airport,11712 NW Plaza Cir,,,Kansas City,MO,64153,8138929750,1011,91,1011,,9001256
DC4246609,Comfort Inn/Kansas City,7300 NE Parvin Rd,,,Kansas City,MO,64117,8138929750,1011,91,1011,,9001256
DC6143646,Wingate/Kansas City/Taxable,7333 NE Parvin Rd,,,Kansas City,MO,64117,8138929750,1011,91,1011,,9001256
DC6071752,Quality Inn and Suites/Independence,4200 S Noland Rd,,,Independence,MO,64055,8138929750,1011,91,1011,,9001256
DC6034248,SUPER EIGHT/MONETT,201 Hess Dr,,,Monett,MO,65708,8138929750,1011,91,1011,,9001256
DC15818090,AmericInn/Branson/Tax,275 Tanger Blvd,,,Branson,MO,65616,8138929750,1011,91,1011,,9001256
DC6110738,Comfort Inn/T H/Branson/Non Tax,203 S Wildwood Dr,,,Branson,MO,65616,8138929750,1011,91,1011,,9001256
DC182800,Best Western/MCI Inn/Branson,3257 Shepherd of The Hills Expy,,,Branson,MO,65616,8138929750,1011,91,1011,,9001256
DC1366553,AmericInn/Branson/Nontax,275 Tanger Blvd,,,Branson,MO,65616,8138929750,1011,91,1011,,9001256
DC15665006,Super Eight/Nixa/NonTaxable,418 N Massey Blvd,,,Nixa,MO,65714,8138929750,1011,91,1011,,9001256
DC5284999,Quality Inn/Springfield/Taxable,3930 S Overland Ave,,,Springfield,MO,65807,8138929750,1011,91,1011,,9001256
DC387564,Comfort Inn/Springfield,2815 N Glenstone Ave,,,Springfield,MO,65803,8138929750,1011,91,1011,,9001256
DC15260536,Best Western Plus/Bolivar Vinyard,777 E San Martin St,,,Bolivar,MO,65613,8138929750,1011,91,1011,,9001256
DC3453692,Comfort Inn/Warrensburg,609 E Russell Ave,,,Warrensburg,MO,64093,8138929750,1011,91,1011,,9001256
DC13494275,EconoLodge/Truman/Sedalia/NonTax,3501 W Broadway Blvd,,,Sedalia,MO,65301,8138929750,1011,91,1011,,9001256
DC1261446,Comfort Inn/Sedalia,3600 W Broadway Blvd,,,Sedalia,MO,65301,8138929750,1011,91,1011,,9001256
DC10007093,Comfort Inn/Marshall/Non Tax,1356 W College St,,,Marshall,MO,65340,8138929750,1011,91,1011,,9001256
DC2066801,Best Western/Little Rock,8 Shackleford Dr,,,Little Rock,AR,72211,8138929750,1011,91,1011,,9001256
DC12471841,Comfort Suites/Little Rock,11 Crossing Ct,,,Little Rock,AR,72205,8138929750,1011,91,1011,,9001256
DC12837418,Quality Inn/Suites/West/Little Rock,300 Markham Center Dr,,,LITTLE ROCK,AR,72205,8138929750,1011,91,1011,,9001256
DC16623971,Holiday Inn Exp/Little Rock Downtow,811 E 4th St,,,Little Rock,AR,72202,8138929750,1011,91,1011,,9001256
DC14624140,Econo Lodge Inn and Suites,800 E Broadway St,,,North Little Rock,AR,72114,8138929750,1011,91,1011,,9001256
DC6099637,Spark by Hilton/North Little Rock,4306 E McCain Blvd,,,North Little Rock,AR,72117,8138929750,1011,91,1011,,9001256
DC1334057,Quality Inn/North Little Rock,5710 Pritchard Dr,,,North Little Rock,AR,72117,8138929750,1011,91,1011,,9001256
DC5412056,Quality Suites/Maumelle,14322 Frontier Dr,,,North Little Rock,AR,72113,8138929750,1011,91,1011,,9001256
DC1309007,Comfort Inn and Suites/Conway,2370 Sanders Rd,,,Conway,AR,72032,8138929750,1011,91,1011,,9001256
DC6172837,Days Inn/Stuttgart,708 W Michigan St,,,Stuttgart,AR,72160,8138929750,1011,91,1011,,9001256
DC3410615,Best Western Plus/Lonoke,102 Dee Dee Ln,,,Lonoke,AR,72086,8138929750,1011,91,1011,,9001256
DC15519725,Super Eight/Hazen,3301 US Hwy 63,,,Hazen,AR,72064,8138929750,1011,91,1011,,9001256
DC1381057,Quality Inn/Clinton,1025 Highway 65 S,,,Clinton,AR,72031,8138929750,1011,91,1011,,9001256
DC1211114,Quality Inn/Mountain Home,1031 Highland Cir,,,Mountain Home,AR,72653,8138929750,1011,91,1011,,9001256
DC12691610,Quality Inn/Cleveland,807 N Davis Ave,,,Cleveland,MS,38732,8138929750,1011,91,1011,,9001256
DC3300598,Days Inn and Suites/Brinkley,1815 N Main St,,,Brinkley,AR,72021,8138929750,1011,91,1011,,9001256
DC5991911,Super Eight/Brinkley,2005A N Main St,,,Brinkley,AR,72021,8138929750,1011,91,1011,,9001256
DC15487418,Quality Inn/Forrest City,2409 N Washington St,,,Forrest City,AR,72335,8138929750,1011,91,1011,,9001256
DC12629786,Quality Inn/Clarksdale,818 S State St,,,Clarksdale,MS,38614,8138929750,1011,91,1011,,9001256
DC13509246,Hampton Inn/Clarksdale,15000 New Africa Rd,,,Clarksdale,MS,38614,8138929750,1011,91,1011,,9001256
DC17273442,WELCOME INN  AND SUITES,2131 Casino Strip Blvd,,,Robinsonville,MS,38664,8138929750,1011,91,1011,,9001256
DC15702171,Days Inn/Robinsonville,7276 Casino Strip Blvd,,,Robinsonville,MS,38664,8138929750,1011,91,1011,,9001256
DC5619564,Quality Inn/Tunica Resort,2440 Casino Strip Resort Blvd,,,Robinsonville,MS,38664,8138929750,1011,91,1011,,9001256
DC1464299,Comfort Inn/Horn Lake,801 Desoto Cv,,,Horn Lake,MS,38637,8138929750,1011,91,1011,,9001256
DC1046452,Homestay Inn and Suites,6851 Interstate Dr,,,Horn Lake,MS,38637,8138929750,1011,91,1011,,9001256
DC1230929,Quality Inn/Southaven,8840 Hamilton Rd,,,Southaven,MS,38671,8138929750,1011,91,1011,,9001256
DC14287658,Candlewood Suites/Memphis Southaven,6753 Airways Blvd,,,Southaven,MS,38671,8138929750,1011,91,1011,,9001256
DC3268724,Comfort Suites/Southaven,7075 Moore Dr,,,Southaven,MS,38671,8138929750,1011,91,1011,,9001256
DC4658254,La Quinta Inn and Suites/Memphis,2979 Millbranch Rd,,,Memphis,TN,38116,8138929750,1011,91,1011,,9001256
DC2008592,Quality Inn Executive Inn,3105 Millbranch Rd,,,Memphis,TN,38116,8138929750,1011,91,1011,,9001256
DC3268037,Best Western Plus Gen X Inn,1177 Madison Ave,,,Memphis,TN,38104,8138929750,1011,91,1011,,9001256
DC6158107,Days Inn and Suites/Wynne,1011 Highway 64 E,,,Wynne,AR,72396,8138929750,1011,91,1011,,9001256
DC6096033,Comfort Inn Marion,2700 I55 Service Rd,,,Marion,AR,72364,8138929750,1011,91,1011,,9001256
DC17937268,Comfort Inn and Suites,150 E 19th St,,,Mountain Grove,MO,65711,8138929750,1011,91,1011,,9001256
DC6147060,Sleep Inn/St Robert,562 Old Route 66,,,Saint Robert,MO,65584,8138929750,1011,91,1011,,9001256
DC3364934,Quality Inn and Suites/Boonville,2427 Mid America Industrial Dr,,,Boonville,MO,65233,8138929750,1011,91,1011,,9001256
DC3831074,Super Eight/Columbia,5700 Freedom Dr,,,Columbia,MO,65202,8138929750,1011,91,1011,,9001256
DC4310388,Comfort Suites/Columbia,1010 Business Loop 70 W,,,Columbia,MO,65202,8138929750,1011,91,1011,,9001256
DC402171,Super Eight/Warrenton,1429 NE Service Rd,,,Warrenton,MO,63383,8138929750,1011,91,1011,,9001256
DC3280726,Quality Inn/Foristell,12 Highway W,,,Foristell,MO,63348,8138929750,1011,91,1011,,9001256
DC15386764,Comfort Inn/OFallon/NonTax,100 Comfort Inn Ct,,,O Fallon,MO,63366,8138929750,1011,91,1011,,9001256
DC13434338,Super8/OFallon/NonTax,987 W Terra Ln,,,O Fallon,MO,63366,8138929750,1011,91,1011,,9001256
DC327570,Super8/OFallon/Tax,987 W Terra Ln,,,O Fallon,MO,63366,8138929750,1011,91,1011,,9001256
DC12460245,LaQuinta Inn /Festus,1001 Veterans Blvd,,,Festus,MO,63028,8138929750,1011,91,1011,,9001256
DC1391497,Quality Inn/Arnold,3610 W Outer Rd,,,Arnold,MO,63010,8138929750,1011,91,1011,,9001256
DC1378124,Quality Inn/Cahokia,1607 Pontiac Dr,,,Cahokia,IL,62206,8138929750,1011,91,1011,,9001256
DC4756248,Quality Inn and Suites/Caseyville,2180 Patricia Ct,,,Caseyville,IL,62232,8138929750,1011,91,1011,,9001256
DC15086246,MainStay St Louis/Bridgeton,11225 Lone Eagle Dr,,,Bridgeton,MO,63044,8138929750,1011,91,1011,,9001256
DC338877,SUPER EIGHT/ATCHISON,509 S 9th St,,,Atchison,KS,66002,8138929750,1011,91,1011,,9001256
DC1016542,Red Roof Inn/Cameron,501 Northland Dr,,,Cameron,MO,64429,8138929750,1011,91,1011,,9001256
DC13086386,Quality Inn/Cameron/NonTaxable,1803 Comfort Ln,,,Cameron,MO,64429,8138929750,1011,91,1011,,9001256
DC14052636,Days Inn/Atlantic,64968 Boston Rd,,,Atlantic,IA,50022,8138929750,1011,91,1011,,9001256
DC6190471,Baymont Inn/Suites/Harlan,5015 Ridgeway Dr,,,Harlan,IA,51537,8138929750,1011,91,1011,,9001256
DC6116718,Super Eight North/Carroll,1757 N US Highway 71,,,Carroll,IA,51401,8138929750,1011,91,1011,,9001256
DC3310379,Quality Inn and Suites/Bethany/Nont,496 S 39th St,,,Bethany,MO,64424,8138929750,1011,91,1011,,9001256
DC293890,Rodeway Inn/Lamoni,2013 E Main St,,,Lamoni,IA,50140,8138929750,1011,91,1011,,9001256
DC1210521,Quality Inn/Indianola,1701 N Jefferson Way,,,Indianola,IA,50125,8138929750,1011,91,1011,,9001256
DC3710690,Super Eight/Perry,701 26th St,,,Perry,IA,50220,8138929750,1011,91,1011,,9001256
DC16572037,Comfort Inn and Stes/W DesMoines,1625 Jordan Creek Pkwy,,,West Des Moines,IA,50266,8138929750,1011,91,1011,,9001256
DC15004384,Reserve at Destination Pointe,"935 SE Silkwood Ln, Ofc",,,Grimes,IA,50111,8138929750,1011,91,1011,,9001256
DC2066038,Quality Inn/Des Moines,4950 NE 14th St,,,Des Moines,IA,50313,8138929750,1011,91,1011,,9001256
DC15758645,Sleep Inn and Suites/Ankeny,2406 SE Tones Dr,,,Ankeny,IA,50021,8138929750,1011,91,1011,,9001256
DC18258973,Sleep Inn and Suites,2406 SE Tones Dr,,,Ankeny,IA,50021,8138929750,1011,91,1011,,9001256
DC14164087,Sleep Inn and Suites/Ames,1310 Dickinson Ave,,,Ames,IA,50014,8138929750,1011,91,1011,,9001256
DC6105928,Super Eight/Knoxville,2205 N Lincoln St,,,Knoxville,IA,50138,8138929750,1011,91,1011,,9001256
DC6190456,Super 8/Atloona,2101 Adventureland Dr,,,Altoona,IA,50009,8138929750,1011,91,1011,,9001256
DC327894,Super Eight/Newton,1635 S 12th Ave W,,,Newton,IA,50208,8138929750,1011,91,1011,,9001256
DC18301075,Super8 Estherville,"1919 Central Ave, # 2",,,Estherville,IA,51334,8138929750,1011,91,1011,,9001256
DC1009852,Quality Inn/Fairmont,2225 N State St,,,Fairmont,MN,56031,8138929750,1011,91,1011,,9001256
DC13209230,Comfort Suites/Worthington,1447 Prairie Dr,,,Worthington,MN,56187,8138929750,1011,91,1011,,9001256
DC5971146,Country Inn and Suites,711 Diamond Jo Ln,,,Northwood,IA,50459,8138929750,1011,91,1011,,9001256
DC1175241,Quality Inn and Suites/New Prague,1200 1st St NE,,,New Prague,MN,56071,8138929750,1011,91,1011,,9001256
DC3207975,Zen Chaska,"110 E 1st St, Ofc",,,Chaska,MN,55318,8138929750,1011,91,1011,,9001256
DC14739352,Candlewood Suites/Lakeville,21060 Keswick Loop,,,Lakeville,MN,55044,8138929750,1011,91,1011,,9001256
DC1286650,Candlewood Suites/Eagan Airport/S M,4675 Rahncliff Rd,,,Eagan,MN,55122,8138929750,1011,91,1011,,9001256
DC4954848,Quality Inn/Bloomington,814 American Blvd E,,,MINNEAPOLIS,MN,55420,8138929750,1011,91,1011,,9001256
DC6141418,Hyatt Place Minneapolis Airport Sou,7800 International Dr,,,Minneapolis,MN,55425,8138929750,1011,91,1011,,9001256
DC1170965,Maryland Park Apts,"1619 Maryland Ave E, ofc",,,Saint Paul,MN,55106,8138929750,1011,91,1011,,9001256
DC6066753,Motel 6/Saint Paul/M64968,1739 Old Hudson Rd,,,Saint Paul,MN,55106,8138929750,1011,91,1011,,9001256
DC2067120,Comfort Inn/Oakdale,970 Helena Ave N,,,Oakdale,MN,55128,8138929750,1011,91,1011,,9001256
DC6128977,Quality Inn/Kirksville,2209 N Baltimore St,,,Kirksville,MO,63501,8138929750,1011,91,1011,,9001256
DC1378108,Comfort Inn and Suites/Hannibal,4000 Market St,,,Hannibal,MO,63401,8138929750,1011,91,1011,,9001256
DC116450,Super Eight/Grinnell,2111 West St S,,,Grinnell,IA,50112,8138929750,1011,91,1011,,9001256
DC327362,Super 8/Fairfield,3001 W Burlington Ave,,,Fairfield,IA,52556,8138929750,1011,91,1011,,9001256
DC6101930,Quality Inn/Suites/Coralville,209 W 9th St,,,Coralville,IA,52241,8138929750,1011,91,1011,,9001256
DC73936,Comfort Suites/Coralville,2431 James St,,,Coralville,IA,52241,8138929750,1011,91,1011,,9001256
DC6021806,Sleep Inn and Suites/North Liberty,485 Madison Ave N,,,North Liberty,IA,52317,8138929750,1011,91,1011,,9001256
DC6066709,Motel 6/Cedar Rapids Airport/M64967,616 33rd Ave SW,,,Cedar Rapids,IA,52404,8138929750,1011,91,1011,,9001256
DC2066606,Baymont/Cedar Rapids,720 33rd Ave SW,,,Cedar Rapids,IA,52404,8138929750,1011,91,1011,,9001256
DC795233,Quality Inn/Cedar Rapids,5055 Rockwell Dr NE,,,Cedar Rapids,IA,52402,8138929750,1011,91,1011,,9001256
DC2068402,Comfort Inn/Cedar Rapids,2025 Werner Ave NE,,,Cedar Rapids,IA,52402,8138929750,1011,91,1011,,9001256
DC3320594,Mainstay Suites/Cedar Rapids,5145 Rockwell Dr NE,,,Cedar Rapids,IA,52402,8138929750,1011,91,1011,,9001256
DC16531034,Sleep Inn and Suites/Jacksonville,2401 Holiday Dr,,,Jacksonville,IL,62650,8138929750,1011,91,1011,,9001256
DC293701,RED LION MOTOR LODGE,1020 E Laurel Ave,,,Havana,IL,62644,8138929750,1011,91,1011,,9001256
DC5112314,Holiday Inn Express Burlington,1605 N Roosevelt Ave,,,Burlington,IA,52601,8138929750,1011,91,1011,,9001256
DC4243602,AMERICINN/MUSCATINE,3115 N Highway 61,,,Muscatine,IA,52761,8138929750,1011,91,1011,,9001256
DC327547,Super Eight/Muscatine,2900 N Highway 61,,,Muscatine,IA,52761,8138929750,1011,91,1011,,9001256
DC361143,Best Western Pearl City Inn,305 Cleveland St,,,Muscatine,IA,52761,8138929750,1011,91,1011,,9001256
DC3445545,Comfort Inn/Walcott,501 Walker St,,,Walcott,IA,52773,8138929750,1011,91,1011,,9001256
DC17449880,Sleep Inn,5350 Elmore Ave,,,Davenport,IA,52807,8138929750,1011,91,1011,,9001256
DC795226,Comfort Inn/Moline,2600 52nd Ave,,,Moline,IL,61265,8138929750,1011,91,1011,,9001256
DC12677192,Comfort Inn and Suites,2209 John Deere Rd,,,East Moline,IL,61244,8138929750,1011,91,1011,,9001256
DC430826,Quality Inn/Clinton,2300 Lincoln Way,,,Clinton,IA,52732,8138929750,1011,91,1011,,9001256
DC6020947,COMFORT SUITES/CEDAR FALLS,7402 Nordic Dr,,,Cedar Falls,IA,50613,8138929750,1011,91,1011,,9001256
DC1554871,Super Eight/Osage,1530 Main St,,,Osage,IA,50461,8138929750,1011,91,1011,,9001256
DC6074783,Americas Stay Inn/Stewartville,1700 2nd Ave NW,,,Stewartville,MN,55976,8138929750,1011,91,1011,,9001256
DC187543,Motel 6/Rochester/M64624,2107 Highway 52 N,,,Rochester,MN,55901,8138929750,1011,91,1011,,9001256
DC15484276,Candlewood Suites/Rochester,1640 Broadway Ave S,,,Rochester,MN,55904,8138929750,1011,91,1011,,9001256
DC5492711,ECONO LODGE/ROCHESTER,1850 S Broadway,,,Rochester,MN,55904,8138929750,1011,91,1011,,9001256
DC1294506,Rochester MN South Lodging LLC,77 Woodlake Dr SE,,,Rochester,MN,55904,8138929750,1011,91,1011,,9001256
DC4166249,Quality Inn and Suites/Belmont,103 W Mound View Ave,,,Belmont,WI,53510,8138929750,1011,91,1011,,9001256
DC6064292,Quality Inn/Mineral Point,1345 Business Park Rd,,,Mineral Point,WI,53565,8138929750,1011,91,1011,,9001256
DC151905,Super Eight/Dodgeville,1308 N Johns St,,,Dodgeville,WI,53533,8138929750,1011,91,1011,,9001256
DC15688196,Best Western Plus/La Crescent,509 N Chestnut St,,,La Crescent,MN,55947,8138929750,1011,91,1011,,9001256
DC17191112,Comfort Inn Suites,N6295 Holiday Dr,,,Black River Falls,WI,54615,8138929750,1011,91,1011,,9001256
DC17387660,Pacific Sunrise Inn and Suites,845 Ocean Shores Blvd NW,,,Ocean Shores,WA,98569,8138929750,1011,91,1011,,9001256
DC6049614,Best Western/Wilsonville,29769 SW Boones Ferry Rd,,,Wilsonville,OR,97070,8138929750,1011,91,1011,,9001256
DC309245,Motel 6/Portland/M69463,17959 SW McEwan Rd,,,Portland,OR,97224,8138929750,1011,91,1011,,9001256
DC280040,Motel 6/Tigard/East/M69321,17950 SW McEwan Rd,,,Tigard,OR,97224,8138929750,1011,91,1011,,9001256
DC6016349,Comfort Inn and Stes/Tualatin,7640 SW Warm Springs St,,,Tualatin,OR,97062,8138929750,1011,91,1011,,9001256
DC309037,Motel 6/Portland/Central/M69320,"3104 SE Powell Blvd, Ofc",,,Portland,OR,97202,8138929750,1011,91,1011,,9001256
DC6020265,Quality Inn/Portland,8247 NE Sandy Blvd,,,Portland,OR,97220,8138929750,1011,91,1011,,9001256
DC6175485,Candlewood Suites/Portland,11250 NE Holman St,,,PORTLAND,OR,97220,8138929750,1011,91,1011,,9001256
DC16723640,WoodSpring Suites/Vancouver,200 NE 104th Ave,,,Vancouver,WA,98664,8138929750,1011,91,1011,,9001256
DC14294790,Candlewood Suites/Vancouver,2010 SE 192nd Ave,,,Vancouver,WA,98683,8138929750,1011,91,1011,,9001256
DC259296,Motel 6/Troutdale/M69460,1610 NW Frontage Rd,,,Troutdale,OR,97060,8138929750,1011,91,1011,,9001256
DC3280263,COMFORT INN/KELSO,440 Three Rivers Dr,,,Kelso,WA,98626,8138929750,1011,91,1011,,9001256
DC309128,Motel 6/Tumwater/M69324,400 Lee St SW,,,Tumwater,WA,98501,8138929750,1011,91,1011,,9001256
DC3849322,Comfort Inn/Lacy,4700 Park Center Ave NE,,,Lacey,WA,98516,8138929750,1011,91,1011,,9001256
DC16261146,WoodSpring Suites/Lakewood,11329 Pacific Hwy SW,,,Lakewood,WA,98499,8138929750,1011,91,1011,,9001256
DC14536909,Quality Inn/Tacoma,8810 S Hosmer St,,,Tacoma,WA,98444,8138929750,1011,91,1011,,9001256
DC1185963,Hotel Thea/Tacoma,7414 S Hosmer St,,,Tacoma,WA,98408,8138929750,1011,91,1011,,9001256
DC155153,Motel 6/Tacoma South/M69415,1811 S 76th St,,,Tacoma,WA,98408,8138929750,1011,91,1011,,9001256
DC5924556,Comfort Inn Sts/Tacoma,2611 E E St,,,Tacoma,WA,98421,8138929750,1011,91,1011,,9001256
DC4786492,Quality Inn/Fife,5805 Pacific Hwy E,,,Fife,WA,98424,8138929750,1011,91,1011,,9001256
DC2067046,Quality Inn and Suites/Bainbridge I,920 Hildebrand Ln NE,,,Bainbridge Island,WA,98110,8138929750,1011,91,1011,,9001256
DC16301899,Level Onni South Lake Union,110 Boren Ave N,,,Seattle,WA,98109,8138929750,1011,91,1011,,9001256
DC5905804,Comfort Inn/Seattle,13700 Aurora Ave N,,,Seattle,WA,98133,8138929750,1011,91,1011,,9001256
DC5215812,EconoLodge/Buckley,29405 State Route 410 E,,,Buckley,WA,98321,8138929750,1011,91,1011,,9001256
DC264283,Comfort Inn and Suites/Pacific,415 Ellingson Rd,,,Pacific,WA,98047,8138929750,1011,91,1011,,9001256
DC16181564,Traditions at Federal Way LLC,"31701 Pete Von Reichbauer Way, Ofc",,,Federal Way,WA,98003,8138929750,1011,91,1011,,9001256
DC1172819,WoodSpring Suites/Tukwila,15637 W Valley Hwy,,,Tukwila,WA,98188,8138929750,1011,91,1011,,9001256
DC15142663,WoodSpring Suites/Redmond,7045 180th Ave NE,,,Redmond,WA,98052,8138929750,1011,91,1011,,9001256
DC339219,Quality Inn/Bellingham,100 E Kellogg Rd,,,Bellingham,WA,98226,8138929750,1011,91,1011,,9001256
DC134268,Motel 6/Everett/M69323,10006 Evergreen Way,,,Everett,WA,98204,8138929750,1011,91,1011,,9001256
DC13486160,Super 8/Union Gap,2605 Rudkin Rd,,,Union Gap,WA,98903,8138929750,1011,91,1011,,9001256
DC13285550,Econo Lodge/Ellensburg,1390 N Dolarway Rd,,,Ellensburg,WA,98926,8138929750,1011,91,1011,,9001256
DC1030331,Comfort Inn/Ellensburg,1722 S Canyon Rd,,,Ellensburg,WA,98926,8138929750,1011,91,1011,,9001256
DC217779,Comfort Inn and Suites Hermiston,77514 Highway 207,,,Hermiston,OR,97838,8138929750,1011,91,1011,,9001256
DC1198264,Quality Inn/Umatilla,705 Willamette St,,,Umatilla,OR,97882,8138929750,1011,91,1011,,9001256
DC6067337,Econolodge/Umatilla,1481 6th St,,,Umatilla,OR,97882,8138929750,1011,91,1011,,9001256
DC15925124,Woodspring Suites/Richland,1370 Tapteal Dr,,,Richland,WA,99352,8138929750,1011,91,1011,,9001256
DC325568,Days Inn and Suites/Spokane,3033 N Division St,,,Spokane,WA,99207,8138929750,1011,91,1011,,9001256
DC5701519,Comfort Inn and Suites/Spokane Vall,12415 E Mission Ave,,,Spokane Valley,WA,99216,8138929750,1011,91,1011,,9001256
DC6162152,Ramada Inn/Coeur D Alene,2303 N 4th St,,,Coeur D Alene,ID,83814,8138929750,1011,91,1011,,9001256
DC338798,Quality Inn/Coeur D Alene,280 W Appleway Ave,,,Coeur D Alene,ID,83814,8138929750,1011,91,1011,,9001256
DC392271,Comfort Inn/Colville,166 NE Canning Dr,,,Colville,WA,99114,8138929750,1011,91,1011,,9001256
DC16695214,Woodspring Suites/Missoula,3035 Stockyard Rd,,,Missoula,MT,59808,8138929750,1011,91,1011,,9001256
DC1033286,Sleep Inn/Missoula,3425 Dore Ln,,,Missoula,MT,59801,8138929750,1011,91,1011,,9001256
DC4570172,Travelodge by Wyndham/ Great Falls,220 Central Ave,,,Great Falls,MT,59401,8138929750,1011,91,1011,,9001256
DC6000885,Econolodge/Livingston,111 Rogers Ln,,,Livingston,MT,59047,8138929750,1011,91,1011,,9001256
DC13378420,Candlewood Suites/Sidney,201 6th St NW,,,Sidney,MT,59270,8138929750,1011,91,1011,,9001256
DC355135,Clarion/Minot,2200 Burdick Expy E,,,Minot,ND,58701,8138929750,1011,91,1011,,9001256
